"","abv","ibu","id","name","style","brewery_id","ounces","city","state","lon","lat","brewery"
"584",0.055,40,1971,"Texas Pale Ale (TPA)","American IPA",257,16,"South Austin"," TX",-97.8067305,30.2029974,"South Austin Brewery"
"585",0.055,65,1282,"Nice Rack IPA","American IPA",436,16,"Medford"," OR",-122.8755949,42.3265152,"Southern Oregon Brewing Company"
"586",0.075,72,2362,"2014 IPA Cicada Series","American IPA",133,16,"Hattiesburg"," MS",-89.2903392,31.3271189,"Southern Prohibition Brewing Com..."
"587",0.077,65,2346,"Sinister Minister Black IPA","American IPA",133,16,"Hattiesburg"," MS",-89.2903392,31.3271189,"Southern Prohibition Brewing Com..."
"588",0.058,60,2297,"Devil's Harvest Extra Pale Ale","American Pale Ale (APA)",133,12,"Hattiesburg"," MS",-89.2903392,31.3271189,"Southern Prohibition Brewing Com..."
"589",0.05,20,2296,"Suzy B Dirty Blonde Ale","American Blonde Ale",133,12,"Hattiesburg"," MS",-89.2903392,31.3271189,"Southern Prohibition Brewing Com..."
"590",0.08,80,1745,"Mississippi Fire Ant","American Amber / Red Ale",133,16,"Hattiesburg"," MS",-89.2903392,31.3271189,"Southern Prohibition Brewing Com..."
"591",0.05,20,1118,"Suzy B Dirty Blonde Ale","American Blonde Ale",133,16,"Hattiesburg"," MS",-89.2903392,31.3271189,"Southern Prohibition Brewing Com..."
"592",0.058,60,1117,"Devil's Harvest Extra Pale Ale","American Pale Ale (APA)",133,16,"Hattiesburg"," MS",-89.2903392,31.3271189,"Southern Prohibition Brewing Com..."
"593",0.065,45,2387,"Pine Belt Pale Ale","American Pale Ale (APA)",118,12,"Conroe"," TX",-95.4560512,30.3118769,"Southern Star Brewing Company"
"594",0.085,110,1728,"Red Cockaded Ale","American Double / Imperial IPA",118,12,"Conroe"," TX",-95.4560512,30.3118769,"Southern Star Brewing Company"
"595",0.092,100,1497,"Valkyrie Double IPA","American Double / Imperial IPA",118,12,"Conroe"," TX",-95.4560512,30.3118769,"Southern Star Brewing Company"
"596",0.085,110,1011,"Red Cockaded Ale (2013)","American Double / Imperial IPA",118,12,"Conroe"," TX",-95.4560512,30.3118769,"Southern Star Brewing Company"
"597",0.05,20,856,"Bombshell Blonde","American Blonde Ale",118,16,"Conroe"," TX",-95.4560512,30.3118769,"Southern Star Brewing Company"
"598",0.099,100,853,"PRO-AM (2012) (2012)","American Double / Imperial IPA",118,12,"Conroe"," TX",-95.4560512,30.3118769,"Southern Star Brewing Company"
"599",0.065,45,45,"Pine Belt Pale Ale","American Pale Ale (APA)",118,16,"Conroe"," TX",-95.4560512,30.3118769,"Southern Star Brewing Company"
"600",0.05,20,44,"Bombshell Blonde","American Blonde Ale",118,12,"Conroe"," TX",-95.4560512,30.3118769,"Southern Star Brewing Company"
"601",0.047,35,2486,"Baby Daddy Session IPA","American IPA",78,12,"San Francisco"," CA",-122.4194155,37.7749295,"Speakasy Ales & Lagers"
"602",0.065,52,1205,"Northern Lights India Pale Ale","American IPA",383,16,"Crozet"," VA",-78.700575,38.0695815,"Starr Hill Brewery"
"603",0.065,52,368,"Northern Lights India Pale Ale","American IPA",383,12,"Crozet"," VA",-78.700575,38.0695815,"Starr Hill Brewery"
"604",0.065,65,2386,"Third Eye Enlightened Pale Ale","American Pale Ale (APA)",119,12,"Durango"," CO",-107.8800667,37.27528,"Steamworks Brewing Company"
"605",0.065,65,90,"Third Eye Pale Ale","American IPA",119,12,"Durango"," CO",-107.8800667,37.27528,"Steamworks Brewing Company"
"606",0.054,33,2270,"Point Cascade Pale Ale (2013)","American Pale Ale (APA)",131,12,"Stevens Point"," WI",-89.574563,44.5235792,"Stevens Point Brewery"
"607",0.063,64,2150,"Beyond The Pale IPA","American IPA",131,12,"Stevens Point"," WI",-89.574563,44.5235792,"Stevens Point Brewery"
"608",0.052,7,1225,"Point Nude Beach Summer Wheat","American Pale Wheat Ale",131,16,"Stevens Point"," WI",-89.574563,44.5235792,"Stevens Point Brewery"
"609",0.05,7,816,"Point Nude Beach Summer Wheat","American Pale Wheat Ale",131,12,"Stevens Point"," WI",-89.574563,44.5235792,"Stevens Point Brewery"
"610",0.05,7,772,"Point Nude Beach Summer Wheat (2011)","American Pale Wheat Ale",131,12,"Stevens Point"," WI",-89.574563,44.5235792,"Stevens Point Brewery"
"611",0.05,7,141,"Point Nude Beach Summer Wheat (2010)","American Pale Wheat Ale",131,12,"Stevens Point"," WI",-89.574563,44.5235792,"Stevens Point Brewery"
"612",0.054,33,140,"Point Cascade Pale Ale","American Pale Ale (APA)",131,12,"Stevens Point"," WI",-89.574563,44.5235792,"Stevens Point Brewery"
"613",0.051,31,953,"Wisco Disco","American Amber / Red Ale",486,16,"Green Bay"," WI",-88.019826,44.519159,"Stillmank Beer Company"
"614",0.072,70,637,"Monkeynaut IPA","American IPA",412,12,"Huntsville"," AL",-86.5861037,34.7303688,"Straight to Ale"
"615",0.053,49,2352,"Extra Pale Ale","American Pale Ale (APA)",138,12,"St Paul"," MN",-93.0899578,44.9537029,"Summit Brewing Company"
"616",0.047,55,2473,"Hopvale Organic Ale","American Pale Ale (APA)",58,16,"St. Paul"," MN",-93.0899578,44.9537029,"Summit Brewing Company"
"617",0.083,100,2415,"Unchained #18 Hop Silo","American Double / Imperial IPA",58,16,"St. Paul"," MN",-93.0899578,44.9537029,"Summit Brewing Company"
"618",0.064,75,2001,"Fistful Of Hops Red","American IPA",25,16,"Indianapolis"," IN",-86.158068,39.768403,"Sun King Brewing Company"
"619",0.063,75,2000,"Fistful of Hops Orange","American IPA",25,16,"Indianapolis"," IN",-86.158068,39.768403,"Sun King Brewing Company"
"620",0.064,75,1999,"Fistful Of Hops Blue","American IPA",25,16,"Indianapolis"," IN",-86.158068,39.768403,"Sun King Brewing Company"
"621",0.064,75,1996,"Fistful of Hops Green","American IPA",25,16,"Indianapolis"," IN",-86.158068,39.768403,"Sun King Brewing Company"
"622",0.075,77,1420,"Grapefruit Jungle (GFJ)","American IPA",25,16,"Indianapolis"," IN",-86.158068,39.768403,"Sun King Brewing Company"
"623",0.056,50,1389,"Osiris Pale Ale","American Pale Ale (APA)",25,16,"Indianapolis"," IN",-86.158068,39.768403,"Sun King Brewing Company"
"624",0.091,91,651,"Isis","American Double / Imperial IPA",25,16,"Indianapolis"," IN",-86.158068,39.768403,"Sun King Brewing Company"
"625",0.075,77,532,"Grapefruit Jungle (GFJ) (2011)","American IPA",25,16,"Indianapolis"," IN",-86.158068,39.768403,"Sun King Brewing Company"
"626",0.056,50,54,"Osiris Pale Ale (2010)","American Pale Ale (APA)",25,16,"Indianapolis"," IN",-86.158068,39.768403,"Sun King Brewing Company"
"627",0.073,69,1112,"Overrated! West Coast Style IPA","American IPA",61,16,"Brooklyn Center"," MN",-93.3327283,45.076076,"Surly Brewing Company"
"628",0.075,90,329,"WET","American IPA",61,16,"Brooklyn Center"," MN",-93.3327283,45.076076,"Surly Brewing Company"
"629",0.097,120,15,"Abrasive Ale","American Double / Imperial IPA",61,16,"Brooklyn Center"," MN",-93.3327283,45.076076,"Surly Brewing Company"
"630",0.062,99,12,"Furious","American IPA",61,16,"Brooklyn Center"," MN",-93.3327283,45.076076,"Surly Brewing Company"
"631",0.073,50,1242,"Big Nose","American IPA",447,12,"Gainesville"," FL",-82.3248262,29.6516344,"Swamp Head Brewery"
"632",0.056,35,1240,"Stump Knocker Pale Ale","American Pale Ale (APA)",447,12,"Gainesville"," FL",-82.3248262,29.6516344,"Swamp Head Brewery"
"633",0.08,95,1229,"Dodgy Knight Imperial IPA","American Double / Imperial IPA",449,12,"San Diego"," CA",-117.1610838,32.715738,"TailGate Beer"
"634",0.05,44,663,"TailGate IPA","American IPA",449,24,"San Diego"," CA",-117.1610838,32.715738,"TailGate Beer"
"635",0.05,44,662,"TailGate IPA","American IPA",449,12,"San Diego"," CA",-117.1610838,32.715738,"TailGate Beer"
"636",0.05,19,622,"Blacktop Blonde","American Blonde Ale",449,24,"San Diego"," CA",-117.1610838,32.715738,"TailGate Beer"
"637",0.05,19,362,"Blacktop Blonde","American Blonde Ale",449,12,"San Diego"," CA",-117.1610838,32.715738,"TailGate Beer"
"638",0.068,110,1017,"Ethos IPA","American IPA",45,16,"Manhattan"," KS",-73.9712488,40.7830603,"Tallgrass Brewing Company"
"639",0.05,20,676,"Halcyon Unfiltered Wheat","American Pale Wheat Ale",45,16,"Manhattan"," KS",-73.9712488,40.7830603,"Tallgrass Brewing Company"
"640",0.05,20,412,"Halcyon Unfiltered Wheat","American Pale Wheat Ale",45,12,"Manhattan"," KS",-73.9712488,40.7830603,"Tallgrass Brewing Company"
"641",0.072,93,104,"Oasis (2010)","American Double / Imperial IPA",45,16,"Manhattan"," KS",-73.9712488,40.7830603,"Tallgrass Brewing Company"
"642",0.063,60,101,"Tallgrass IPA","American IPA",45,16,"Manhattan"," KS",-73.9712488,40.7830603,"Tallgrass Brewing Company"
"643",0.07,80,544,"Old Elephant Foot IPA","American IPA",490,16,"Tampa"," FL",-82.4571776,27.950575,"Tampa Bay Brewing Company"
"644",0.047,42,1082,"RecreationAle","American Pale Ale (APA)",469,12,"Athens"," GA",23.7275388,37.9838096,"Terrapin Brewing Company"
"645",0.08,120,1111,"Heady Topper","American Double / Imperial IPA",272,16,"Waterbury"," VT",-73.0514965,41.5581525,"The Alchemist"
"646",0.08,120,379,"Heady Topper","American Double / Imperial IPA",272,16,"Waterbury"," VT",-73.0514965,41.5581525,"The Alchemist"
"647",0.046,20,1200,"Bomber Mountain Amber Ale (2013)","American Amber / Red Ale",457,12,"Sheridan"," WY",-106.9561791,44.7971939,"The Black Tooth Brewing Company"
"648",0.07,75,1199,"Indian Paintbrush IPA","American IPA",457,12,"Sheridan"," WY",-106.9561791,44.7971939,"The Black Tooth Brewing Company"
"649",0.059,15,1197,"Wagon Box Wheat Beer","American Pale Wheat Ale",457,12,"Sheridan"," WY",-106.9561791,44.7971939,"The Black Tooth Brewing Company"
"650",0.052,16,1748,"Bronx Summer Pale Ale","American Pale Ale (APA)",329,16,"Bronx"," NY",-73.8648268,40.8447819,"The Bronx Brewery"
"651",0.063,50,1037,"Bronx Pale Ale","American Pale Ale (APA)",329,16,"Bronx"," NY",-73.8648268,40.8447819,"The Bronx Brewery"
"652",0.052,35,2594,"Surfrider","American Pale Ale (APA)",33,16,"Torrance"," CA",-118.3406288,33.8358492,"The Dudes' Brewing Company"
"653",0.099,101,1561,"Double Trunk","American Double / Imperial IPA",33,16,"Torrance"," CA",-118.3406288,33.8358492,"The Dudes' Brewing Company"
"654",0.046,45,1749,"Just IPA","American IPA",328,12,"Burlington"," VT",-73.212072,44.4758825,"The Just Beer Project"
"655",0.048,18,2347,"Hunny Do Wheat","American Pale Wheat Ale",142,12,"Cold Spring"," MN",-73.954583,41.4200937,"Third Street Brewhouse"
"656",0.04,18,2319,"Knotty Blonde Ale","American Blonde Ale",153,12,"Sisters"," OR",-121.5492118,44.2909491,"Three Creeks Brewing"
"657",0.062,82,2316,"Hoodoo Voodoo IPA","American IPA",153,12,"Sisters"," OR",-121.5492118,44.2909491,"Three Creeks Brewing"
"658",0.06,50,1912,"40 Mile IPA","American IPA",273,12,"Charlottesville"," VA",-78.4766781,38.0293059,"Three Notch'd Brewing Company"
"659",0.055,64,2617,"Citra Faced","American Pale Wheat Ale",21,16,"Martinsville"," IN",-79.8725386,36.6915262,"Three Pints Brewing"
"660",0.054,37,2615,"Pale","American Pale Ale (APA)",21,16,"Martinsville"," IN",-79.8725386,36.6915262,"Three Pints Brewing"
"661",0.085,115,1449,"Overlord Imperial IPA","American Double / Imperial IPA",17,16,"Evansville"," IN",-87.5710898,37.9715592,"Tin Man Brewing Company"
"662",0.058,36,951,"Alloy","American IPA",17,16,"Evansville"," IN",-87.5710898,37.9715592,"Tin Man Brewing Company"
"663",0.07,60,1755,"Juke Joint IPA","American IPA",152,12,"Baton Rouge"," LA",-91.1403196,30.4582829,"Tin Roof Brewing Company"
"664",0.045,18,529,"Tin Roof Blonde Ale","American Blonde Ale",152,12,"Baton Rouge"," LA",-91.1403196,30.4582829,"Tin Roof Brewing Company"
"665",0.055,37,495,"Voodoo Bengal Pale Ale","American Pale Ale (APA)",152,12,"Baton Rouge"," LA",-91.1403196,30.4582829,"Tin Roof Brewing Company"
"666",0.045,28,494,"Perfect Tin Amber","American Amber / Red Ale",152,12,"Baton Rouge"," LA",-91.1403196,30.4582829,"Tin Roof Brewing Company"
"667",0.073,87,1856,"IPA & a Half","American IPA",291,12,"Idaho Springs"," CO",-105.5136081,39.7424881,"Tommyknocker Brewery"
"668",0.062,72,1938,"Almanac IPA","American IPA",265,12,"Albuquerque"," NM",-106.6055534,35.0853336,"Tractor Brewing Company"
"669",0.06,30,1936,"Farmer's Tan Red Ale","American Amber / Red Ale",265,12,"Albuquerque"," NM",-106.6055534,35.0853336,"Tractor Brewing Company"
"670",0.075,93,2444,"Nugget Nectar","American Amber / Red Ale",97,16,"Hershey"," PA",-76.6502468,40.2859239,"Tröegs Brewing Company"
"671",0.075,85,1509,"Perpetual IPA","American IPA",97,12,"Hershey"," PA",-76.6502468,40.2859239,"Tröegs Brewing Company"
"672",0.055,52,433,"Greenville Pale Ale","American Pale Ale (APA)",539,12,"Greenville"," DE",-82.3940104,34.8526176,"Twin Lakes Brewing Company"
"673",0.062,65,641,"Hoppy Boy","American IPA",520,16,"Boulder"," CO",-105.2705456,40.0149856,"Twisted Pine Brewing Company"
"674",0.075,63,2458,"Chupahopra","American IPA",38,12,"Dripping Springs"," TX",-98.0866781,30.1902067,"Twisted X Brewing Company"
"675",0.041,41,2235,"Day Hike Session","American IPA",190,12,"Seattle"," WA",-122.3320708,47.6062095,"Two Beers Brewing Company"
"676",0.048,48,1661,"Trailhead ISA","American IPA",190,12,"Seattle"," WA",-122.3320708,47.6062095,"Two Beers Brewing Company"
"677",0.052,27,1660,"Immersion Amber","American Amber / Red Ale",190,12,"Seattle"," WA",-122.3320708,47.6062095,"Two Beers Brewing Company"
"678",0.062,70,1659,"Evo IPA","American IPA",190,12,"Seattle"," WA",-122.3320708,47.6062095,"Two Beers Brewing Company"
"679",0.062,70,1173,"Evolutionary IPA (2012)","American IPA",190,12,"Seattle"," WA",-122.3320708,47.6062095,"Two Beers Brewing Company"
"680",0.057,36,560,"Persnickety Pale","American Pale Ale (APA)",190,12,"Seattle"," WA",-122.3320708,47.6062095,"Two Beers Brewing Company"
"681",0.052,27,518,"Immersion Amber Ale (2011)","American Amber / Red Ale",190,12,"Seattle"," WA",-122.3320708,47.6062095,"Two Beers Brewing Company"
"682",0.062,70,505,"Evolutionary IPA (2011)","American IPA",190,12,"Seattle"," WA",-122.3320708,47.6062095,"Two Beers Brewing Company"
"683",0.048,48,482,"Trailhead India Style Session Ale (2011)","American IPA",190,12,"Seattle"," WA",-122.3320708,47.6062095,"Two Beers Brewing Company"
"684",0.063,69,2497,"Wobble","American IPA",74,16,"Warrenville"," IL",-88.1734021,41.817807,"Two Brothers Brewing Company"
"685",0.051,36,1121,"Sidekick Extra Pale Ale","American Pale Ale (APA)",74,12,"Warrenville"," IL",-88.1734021,41.817807,"Two Brothers Brewing Company"
"686",0.04,42,1925,"Trader Session IPA","American IPA",159,12,"Salt Lake City"," UT",-111.8910474,40.7607793,"Uinta Brewing Company"
"687",0.073,83,1723,"Hop Nosh IPA","American IPA",159,12,"Salt Lake City"," UT",-111.8910474,40.7607793,"Uinta Brewing Company"
"688",0.04,17,1212,"SUM'R","American Blonde Ale",159,12,"Salt Lake City"," UT",-111.8910474,40.7607793,"Uinta Brewing Company"
"689",0.073,82,1089,"Hop Notch IPA (2013)","American IPA",159,12,"Salt Lake City"," UT",-111.8910474,40.7607793,"Uinta Brewing Company"
"690",0.04,34,1088,"Cutthroat Pale Ale","American Pale Ale (APA)",159,12,"Salt Lake City"," UT",-111.8910474,40.7607793,"Uinta Brewing Company"
"691",0.04,29,974,"WYLD Extra Pale Ale","American Pale Ale (APA)",159,12,"Salt Lake City"," UT",-111.8910474,40.7607793,"Uinta Brewing Company"
"692",0.06,75,2372,"The Green Room","American IPA",126,16,"Austin"," TX",-97.7430608,30.267153,"Uncle Billy's Brewery and Smokeh..."
"693",0.085,90,2507,"Double Duckpin","American Double / Imperial IPA",71,12,"Baltimore"," MD",-76.6121893,39.2903848,"Union Craft Brewing"
"694",0.045,50,2190,"Campside Session IPA","American IPA",202,16,"Bloomington"," IN",-86.5263857,39.165325,"Upland Brewing Company"
"695",0.099,90,1315,"Upslope Imperial India Pale Ale","American Double / Imperial IPA",51,19.2,"Boulder"," CO",-105.2705456,40.0149856,"Upslope Brewing Company"
"696",0.065,70,381,"Upstate I.P.W.","American IPA",546,12,"Elmira"," NY",-76.8077338,42.0897965,"Upstate Brewing Company"
"697",0.09,75,1825,"Squatters Hop Rising Double IPA","American Double / Imperial IPA",302,12,"Salt Lake City"," UT",-111.8910474,40.7607793,"Utah Brewers Cooperative"
"698",0.09,75,1680,"Squatters Hop Rising Double IPA (2014)","American Double / Imperial IPA",302,12,"Salt Lake City"," UT",-111.8910474,40.7607793,"Utah Brewers Cooperative"
"699",0.073,85,1603,"Good Vibes IPA","American IPA",322,12,"Meadville"," PA",-80.1514484,41.6414438,"Voodoo Brewery"
"700",0.04,37,1846,"Wachusett Light IPA","American IPA",295,12,"Westminster"," MA",-0.1356583,51.4974948,"Wachusett Brewing Company"
"701",0.06,55,1845,"Green Monsta IPA","American IPA",295,12,"Westminster"," MA",-0.1356583,51.4974948,"Wachusett Brewing Company"
"702",0.056,50,1844,"Wachusett IPA","American IPA",295,12,"Westminster"," MA",-0.1356583,51.4974948,"Wachusett Brewing Company"
"703",0.085,85,1418,"Larry Imperial IPA","American Double / Imperial IPA",295,12,"Westminster"," MA",-0.1356583,51.4974948,"Wachusett Brewing Company"
"704",0.04,37,1029,"Wachusett Light IPA (2013)","American IPA",295,12,"Westminster"," MA",-0.1356583,51.4974948,"Wachusett Brewing Company"
"705",0.06,55,618,"Green Monsta IPA","American IPA",295,12,"Westminster"," MA",-0.1356583,51.4974948,"Wachusett Brewing Company"
"706",0.052,67,2450,"Self Starter","American IPA",94,16,"Dayton"," OH",-84.1916069,39.7589478,"Warped Wing Brewing Company"
"707",0.068,65,575,"Westbrook IPA","American IPA",384,12,"Mt. Pleasant"," SC",-79.8284258,32.8323225,"Westbrook Brewing Company"
"708",0.058,55,1550,"Charlie in the Rye","American IPA",351,12,"Westfield"," MA",-86.1274888,40.0428151,"Westfield River Brewing Company"
"709",0.075,89,2343,"O’Malley’s IPA","American IPA",132,12,"Weston"," MO",-80.3997748,26.1003654,"Weston Brewing Company"
"710",0.082,100,1619,"Hop Slayer Double IPA","American Double / Imperial IPA",361,12,"Lake Barrington"," IL",-88.167149,42.2122015,"Wild Onion Brewing Company"
"711",0.052,27,971,"Phat Chance","American Blonde Ale",361,12,"Lake Barrington"," IL",-88.167149,42.2122015,"Wild Onion Brewing Company"
"712",0.082,100,740,"Hop Slayer Double IPA (2011)","American Double / Imperial IPA",361,12,"Lake Barrington"," IL",-88.167149,42.2122015,"Wild Onion Brewing Company"
"713",0.082,100,430,"Hop Slayer Double IPA (2011)","American Double / Imperial IPA",361,12,"Lake Barrington"," IL",-88.167149,42.2122015,"Wild Onion Brewing Company"
"714",0.056,41,162,"Paddy Pale Ale","American Pale Ale (APA)",361,12,"Lake Barrington"," IL",-88.167149,42.2122015,"Wild Onion Brewing Company"
"715",0.051,45,1194,"Alpha Ale","American Pale Ale (APA)",181,12,"Nellysford"," VA",-78.8733658,37.8897544,"Wild Wolf Brewing Company"
"716",0.074,83,762,"Ace IPA","American IPA",509,16,"Tacoma"," WA",-122.4442906,47.2528768,"Wingman Brewers"
"717",0.071,60,2148,"#002 American I.P.A.","American IPA",211,12,"Verona"," WI",10.9916215,45.4383842,"Wisconsin Brewing Company"
"718",0.048,38,2146,"#004 Session I.P.A.","American IPA",211,12,"Verona"," WI",10.9916215,45.4383842,"Wisconsin Brewing Company"
"719",0.062,61,1470,"Ananda India Pale Ale","American IPA",239,12,"Memphis"," TN",-90.0489801,35.1495343,"Wiseacre Brewing Company"
"720",0.058,72,2627,"Train Hopper","American IPA",14,12,"South Lyon"," MI",-83.6516063,42.46059,"Witch's Hat Brewing Company"
"721",0.059,135,1676,"Troopers Alley IPA","American IPA",344,12,"Abingdon"," VA",-81.9773482,36.7098335,"Wolf Hills Brewing Company"
"722",0.065,82,2417,"4000 Footer IPA","American IPA",109,12,"North Woodstock"," NH",-71.6864932,44.0302045,"Woodstock Inn, Station & Brewery"
"723",0.065,69,1697,"Be Hoppy IPA","American IPA",339,16,"Worcester"," MA",-71.8022934,42.2625932,"Wormtown Brewery"
"724",0.069,69,2194,"Worthy IPA","American IPA",199,12,"Bend"," OR",-121.3153096,44.0581728,"Worthy Brewing Company"
"725",0.077,30,1513,"Lights Out Vanilla Cream Extra Stout","American Double / Imperial IPA",199,12,"Bend"," OR",-121.3153096,44.0581728,"Worthy Brewing Company"
"726",0.069,69,1512,"Worthy IPA (2013)","American IPA",199,12,"Bend"," OR",-121.3153096,44.0581728,"Worthy Brewing Company"
"727",0.06,50,1511,"Worthy Pale","American Pale Ale (APA)",199,12,"Bend"," OR",-121.3153096,44.0581728,"Worthy Brewing Company"
"728",0.055,40,145,"Silverback Pale Ale","American Pale Ale (APA)",424,12,"Denver"," CO",-104.990251,39.7392358,"Wynkoop Brewing Company"
